City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kavaratti,10.5669,72.642,301.09,76,26,5.82,IN,1689383045
365,benghazi,32.1167,20.0667,298.73,81,0,6.09,LY,1689383045
366,hailar,49.2,119.7,295.28,66,62,4.38,CN,1689383045
367,labytnangi,66.6572,66.4183,288.98,59,42,2.08,RU,1689383046
368,khanty-mansiysk,61.0042,69.0019,287.21,77,40,3.13,RU,1689383046
369,cuajinicuilapa,16.4667,-98.4167,301.22,74,96,1.9,MX,1689383047
370,nevesinje,43.2586,18.1133,289.63,82,0,2.15,BA,1689383047
371,libenge,3.65,18.6333,293.81,87,99,0.27,CD,1689383047
372,nishinoomote,30.7333,131.0,302.46,94,75,5.66,JP,1689383047
373,aketi,2.7388,23.7833,294.92,97,99,0.56,CD,1689383047
374,hadibu,12.65,54.0333,298.47,82,33,10.14,YE,1689383048
375,colonia,50.9333,6.95,296.97,46,0,4.12,DE,1689382823
376,mahina,-17.5065,-149.489,302.02,58,40,4.12,PF,1689383048
377,atar,20.5169,-13.0499,306.94,28,0,5.28,MR,1689383048
378,nova sintra,14.8667,-24.7167,295.68,87,100,3.75,CV,1689383049
379,trondheim,63.4305,10.3951,283.66,92,35,0.45,NO,1689382958
380,porto torres,40.835,8.3972,295.25,58,0,2.42,IT,1689383049
381,dourbali,11.8091,15.8632,299.09,64,100,1.86,TD,1689383049
382,sechura,-5.5569,-80.8222,296.26,74,9,7.34,PE,1689383050
383,queenstown,-31.8976,26.8753,280.38,51,100,2.9,ZA,1689383050
384,rio gallegos,-51.6226,-69.2181,273.18,86,20,1.03,AR,1689383050
385,alfredo v. bonfil,21.0833,-86.85,303.19,79,75,3.6,MX,1689383050
386,thayetmyo,19.3167,95.1833,298.91,82,92,3.49,MM,1689383050
387,kish,26.5578,54.0194,307.3,75,15,5.14,IR,1689383051
388,st. paul,44.9444,-93.0933,297.46,66,0,2.57,US,1689383051
389,pacific grove,36.6177,-121.9166,298.51,86,0,4.63,US,1689383051
390,neftcala,39.3742,49.2472,297.2,66,0,0.49,AZ,1689383051
391,baiti,13.745,-14.7482,301.21,75,96,3.6,SN,1689383052
392,kristiansund,63.1115,7.732,284.51,87,10,3.09,NO,1689383052
393,clear lake,43.138,-93.3794,299.07,73,0,4.12,US,1689382780
394,cerea,45.1921,11.2103,297.08,86,8,0.84,IT,1689383052
395,mata-utu,-13.2816,-176.1745,301.21,74,15,8.2,WF,1689383052
396,komoro,36.3167,138.4333,297.63,79,100,1.85,JP,1689383053
397,tyumen,57.1522,65.5272,289.2,100,100,1.0,RU,1689383053
398,novyy urgal,51.0736,132.5642,298.24,39,100,2.85,RU,1689383053
399,kendari,-3.945,122.4989,298.61,84,98,1.45,ID,1689383053
400,general conesa,-40.1,-64.4333,280.73,67,0,4.74,AR,1689383053
401,taoudenni,22.6783,-3.9836,308.15,5,0,5.38,ML,1689383053
402,ocean shores,46.9737,-124.1563,298.12,79,0,4.63,US,1689383028
403,lata,40.1629,-8.3327,292.08,97,58,1.55,PT,1689383054
404,agat village,13.3886,144.6585,304.46,79,20,5.66,GU,1689383054
405,haradok,55.4624,29.9816,284.87,87,6,2.84,BY,1689383054
406,tazacorte,28.629,-17.9293,295.69,88,0,7.72,ES,1689383054
407,tarinkot,32.6268,65.8733,298.68,17,0,2.73,AF,1689383055
408,vila franca do campo,37.7167,-25.4333,292.38,77,93,2.99,PT,1689383055
409,hotan,37.0997,79.9269,301.76,15,0,0.16,CN,1689383055
410,la passe,45.5549,-0.8967,293.7,82,11,5.28,FR,1689383055
411,pitimbu,-7.4706,-34.8086,298.48,84,6,3.97,BR,1689383055
412,dzhetygara,52.1908,61.2006,286.47,83,92,7.42,KZ,1689383055
413,island harbour,50.724,-1.2758,290.89,90,66,2.68,GB,1689383056
414,nyangao,-10.3333,39.2833,290.91,95,12,1.31,TZ,1689383056
415,qarqaraly,49.4058,75.4742,290.18,37,0,7.64,KZ,1689383056
416,kamen'-na-obi,53.7884,81.3423,298.81,47,62,2.58,RU,1689383057
417,mar del plata,-38.0023,-57.5575,280.34,76,100,4.92,AR,1689383057
418,tura,25.5198,90.2201,296.34,98,100,2.4,IN,1689383058
419,benesov,49.7816,14.687,292.66,72,26,2.44,CZ,1689383059
420,fort mcmurray,56.7268,-111.381,293.92,49,100,5.14,CA,1689382836
421,santa marta,11.2408,-74.199,304.2,69,20,6.26,CO,1689382997
422,khorixas,-20.3667,14.9667,281.83,43,0,2.05,NA,1689383059
423,karema,-6.8205,30.4389,294.12,54,3,3.76,TZ,1689383059
424,giado,31.9582,12.0203,297.88,25,0,5.96,LY,1689383060
425,hammerfest,70.6634,23.6821,289.4,67,17,0.0,NO,1689383060
426,ascension,30.2169,-90.9001,306.27,72,0,1.54,US,1689383061
427,port augusta,-32.5,137.7667,287.69,54,100,3.04,AU,1689383065
428,selfoss,63.9331,-20.9971,280.95,86,57,4.94,IS,1689383068
429,kyren,51.6828,102.1408,295.86,53,100,0.72,RU,1689383069
430,nova russas,-4.7067,-40.5631,299.21,50,20,1.66,BR,1689383069
431,nabire,-3.3667,135.4833,301.58,71,95,1.7,ID,1689383069
432,yerofey pavlovich,53.9667,121.9667,296.88,51,0,1.44,RU,1689383071
433,vallenar,-28.5708,-70.7581,283.52,94,0,1.03,CL,1689382806
434,san andres,12.5847,-81.7006,302.16,79,20,4.63,CO,1689383073
435,camalu,30.85,-116.0667,297.19,57,20,3.86,MX,1689383074
436,zyryanskoye,56.8306,86.6258,290.53,98,100,5.5,RU,1689383074
437,buruenesti,45.3167,26.35,294.12,69,94,1.34,RO,1689383075
438,lazaro cardenas,17.9583,-102.2,302.46,73,45,2.78,MX,1689383075
439,aasiaat,68.7098,-52.8699,276.51,97,100,1.34,GL,1689383075
440,kapa'a,22.0752,-159.319,302.33,72,20,5.66,US,1689383075
441,black point,-34.6187,137.8972,284.61,85,100,5.69,AU,1689383076
442,jiuquan,39.7432,98.5174,302.62,15,0,3.15,CN,1689383076
443,niebull,54.7866,8.8285,291.18,90,100,6.55,DE,1689383076
444,la paz,-16.5,-68.15,284.14,55,15,3.09,BO,1689382792
445,lorengau,-2.0226,147.2712,300.9,79,100,4.77,PG,1689383077
446,asosa,10.0667,34.5333,289.55,93,100,1.26,ET,1689383077
447,basoda,23.85,77.9333,299.3,87,100,4.09,IN,1689383077
448,ratia,29.6833,75.5833,303.59,70,89,2.37,IN,1689383077
449,fort st. john,56.2499,-120.8529,297.09,46,75,2.57,CA,1689383077
450,nikolayevsk-on-amure,53.1406,140.73,298.71,34,6,2.74,RU,1689383078
451,touros,-5.1989,-35.4608,298.74,83,5,5.52,BR,1689382978
452,marsa alam,25.0757,34.8918,305.73,30,8,3.74,EG,1689383078
453,port douglas,-16.4833,145.4667,296.91,65,77,7.07,AU,1689383079
454,santa elena de uairen,4.6167,-61.1333,293.52,91,99,1.22,VE,1689383079
455,royston,52.0483,-0.0244,289.41,93,100,6.43,GB,1689383079
456,muli,2.9167,73.5667,301.18,72,9,0.59,MV,1689383079
457,lensk,60.7253,114.9278,287.93,41,7,2.77,RU,1689383080
458,kismayo,-0.3582,42.5454,297.96,82,39,7.24,SO,1689383080
459,penzance,50.1186,-5.5371,289.53,91,49,11.17,GB,1689383080
460,moree,-29.4667,149.85,291.62,56,0,5.27,AU,1689382807
461,abeche,13.8292,20.8324,300.14,61,89,4.69,TD,1689383080
462,vytegra,61.0064,36.4481,287.31,92,100,0.66,RU,1689383080
463,bikenibeu village,1.3673,173.1241,303.13,70,75,1.54,KI,1689383080
464,shetpe,44.1667,52.1167,295.24,35,0,1.29,KZ,1689383081
465,kosamba,21.4833,72.95,299.56,87,96,4.31,IN,1689383081
466,cam ranh,11.9214,109.1591,304.13,62,0,4.63,VN,1689383081
467,swakopmund,-22.6833,14.5333,286.47,86,0,0.89,NA,1689383081
468,kharp,66.8014,65.8081,289.16,62,11,2.17,RU,1689383081
469,qinzhou,21.95,108.6167,303.72,70,76,0.89,CN,1689383081
470,leua,48.2156,18.6071,293.98,82,5,2.06,SK,1689383082
471,brisas de zicatela,15.8369,-97.0419,303.44,62,40,1.54,MX,1689383082
472,arcelia,18.2833,-100.2667,301.93,65,9,0.48,MX,1689383082
473,pimentel,-6.8367,-79.9342,296.31,73,40,5.66,PE,1689383082
474,antsiranana,-12.2787,49.2917,295.41,69,2,8.01,MG,1689383082
475,burley,42.5357,-113.7928,302.76,21,0,5.66,US,1689383082
476,ola,59.5833,151.2833,294.34,69,9,1.74,RU,1689383082
477,dehui,44.5333,125.7,293.85,90,100,2.46,CN,1689382841
478,toktogul,41.8708,72.9402,296.16,42,0,0.38,KG,1689383083
479,la serena,-29.9078,-71.2542,286.88,88,0,4.12,CL,1689383083
480,cove,7.221,2.3402,296.59,96,100,1.8,BJ,1689383083
481,harper,4.375,-7.7169,297.83,87,32,2.8,LR,1689383083
482,kolosovka,56.4678,73.611,291.06,93,96,1.09,RU,1689383083
483,rio branco do sul,-25.19,-49.3142,280.33,98,0,1.2,BR,1689383084
484,danville,36.586,-79.395,300.56,85,0,1.79,US,1689383084
485,smithers,54.7804,-127.1743,294.33,49,75,4.12,CA,1689382982
486,murun-kuren,49.6342,100.1625,292.62,59,5,1.34,MN,1689383084
487,riohacha,11.5444,-72.9072,303.21,74,40,4.12,CO,1689383010
488,moultrie,31.1799,-83.7891,300.27,94,100,0.0,US,1689382957
489,kununurra,-15.7667,128.7333,299.14,50,0,3.09,AU,1689382822
490,saynshand,44.8824,110.1163,294.84,35,0,2.65,MN,1689383085
491,grass valley,39.2191,-121.0611,308.99,23,0,1.34,US,1689383085
492,sedalia,38.7045,-93.2283,294.1,88,75,3.09,US,1689382853
493,vila do maio,15.1333,-23.2167,300.59,88,100,4.8,CV,1689383085
494,santa terezinha,-29.9002,-50.0904,282.6,79,63,3.64,BR,1689383085
495,sampit,-2.5333,112.95,298.37,94,99,1.34,ID,1689383085
496,ciudad altamirano,18.3167,-100.65,303.69,60,6,0.84,MX,1689383086
497,mildura,-34.2,142.15,289.86,54,100,5.06,AU,1689383086
498,popondetta,-8.7537,148.2534,303.12,56,90,1.86,PG,1689383086
499,castillos,-34.1667,-53.8333,280.49,78,100,1.97,UY,1689383086
500,prado,-17.3411,-39.2208,296.0,88,65,5.84,BR,1689383086
501,kalevala,65.2,31.1667,285.55,98,100,1.12,RU,1689383086
502,matthew town,20.95,-73.6667,301.42,81,8,7.2,BS,1689383086
503,bonanza,14.0289,-84.591,296.34,98,100,0.79,NI,1689383087
504,gyor,47.6833,17.6351,291.5,94,0,2.06,HU,1689383087
505,shahrud,36.4182,54.9763,296.41,46,1,1.93,IR,1689383087
506,howard springs,-12.497,131.047,302.49,44,7,3.34,AU,1689383087
507,tavda,58.0425,65.2726,289.2,97,92,2.14,RU,1689383087
508,novodvinsk,64.4165,40.8122,286.07,90,0,1.87,RU,1689383087
509,adrar,20.5022,-10.0711,305.86,19,44,4.92,MR,1689383088
510,margate,51.3813,1.3862,288.64,92,100,3.58,GB,1689383088
511,namtsy,62.7161,129.6658,293.97,55,16,3.76,RU,1689383088
512,sola,-13.8833,167.55,299.52,78,100,5.14,VU,1689383088
513,boma,7.0805,-2.1697,294.81,99,64,0.91,GH,1689383088
514,kenora,49.8167,-94.4337,292.69,59,75,5.14,CA,1689383088
515,coxen hole,16.3244,-86.5366,303.35,79,0,7.2,HN,1689383089
516,mili,6.0815,171.735,299.53,85,100,8.09,MH,1689383089
517,zeya,53.75,127.2667,301.67,40,100,0.92,RU,1689383089
518,santa eularia des riu,38.9846,1.5341,299.43,84,20,2.06,ES,1689383089
519,mumford,5.2618,-0.759,297.79,91,99,2.32,GH,1689383089
520,kirkwood,38.5834,-90.4068,301.92,61,100,9.26,US,1689383089
521,mabaruma,8.2,-59.7833,297.32,94,100,1.32,GY,1689383089
522,tralee,52.2704,-9.7026,285.35,95,76,2.85,IE,1689383090
523,algona,43.07,-94.233,298.2,78,0,4.63,US,1689382858
524,humaita,-7.5061,-63.0208,300.62,61,100,0.81,BR,1689383090
525,gunjur,13.2019,-16.7339,299.19,89,40,0.0,GM,1689383090
526,vorkuta,67.5,64.0,285.8,62,13,1.73,RU,1689383090
527,tela,15.7833,-87.45,303.12,70,75,7.2,HN,1689383090
528,eraan,9.0629,117.7016,301.35,82,100,6.98,PH,1689383091
529,correia pinto,-27.5847,-50.3611,276.92,97,63,0.42,BR,1689383091
530,puerto lempira,15.2667,-83.7667,301.23,74,75,5.14,HN,1689382839
531,pittsburg,38.028,-121.8847,311.31,34,0,5.66,US,1689382981
532,belmonte,-15.8631,-38.8828,296.83,92,10,2.29,BR,1689383091
533,pangody,65.85,74.4859,287.02,50,40,2.74,RU,1689383091
534,luderitz,-26.6481,15.1594,287.1,62,0,1.42,NA,1689383091
535,trelissac,45.1977,0.7862,294.86,77,10,1.21,FR,1689383092
536,manggar,-2.8833,108.2667,298.02,91,100,2.35,ID,1689383092
537,sao joao da barra,-21.6403,-41.0511,293.2,68,0,8.36,BR,1689383092
538,oranjemund,-28.55,16.4333,287.38,63,0,2.22,NA,1689383092
539,alaghsas,17.0187,8.0168,305.46,35,52,4.32,NE,1689383092
540,yashkino,55.8736,85.4265,295.0,82,100,4.18,RU,1689383093
541,linares,-35.85,-71.6,279.51,91,100,1.9,CL,1689383093
542,galliano,29.4422,-90.2992,305.15,74,0,2.57,US,1689383093
543,sailana,23.4667,74.9167,297.07,91,100,5.21,IN,1689383093
544,toamasina,-18.1667,49.3833,291.15,100,75,4.12,MG,1689383093
545,christchurch,-43.5333,172.6333,288.97,77,100,2.57,NZ,1689383094
546,ceres,37.5949,-120.9577,312.48,24,0,4.63,US,1689383094
547,kolpashevo,58.3131,82.9089,287.46,82,100,5.45,RU,1689383094
548,dampit,-8.2116,112.7493,296.68,78,47,2.55,ID,1689383094
549,ghat,24.9647,10.1728,301.53,13,0,0.71,LY,1689383094
550,kelkit,40.1298,39.4361,283.45,65,0,1.79,TR,1689383094
551,vangaindrano,-23.35,47.6,290.87,85,100,2.11,MG,1689383095
552,akwatia,6.0402,-0.8088,295.27,99,40,0.88,GH,1689383095
553,ingeniero jacobacci,-41.3427,-69.5448,273.53,74,3,8.55,AR,1689383095
554,pala,9.3642,14.9046,295.84,85,96,0.6,TD,1689383095
